2022-11-05 20:26:52,539 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:52,540 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:26:52,566 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-05 20:26:52,877 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:52,877 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:26:52,895 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-05 20:26:53,291 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:53,291 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:26:53,311 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-05 20:26:53,313 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:53,314 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:26:53,341 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-05 20:26:53,394 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:53,394 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:26:53,443 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-05 20:26:53,448 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:53,448 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:26:53,466 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-05 20:26:53,482 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:53,482 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:26:53,537 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-05 20:26:53,986 INFO    MainThread:52938 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-05 20:26:53,987 INFO    MainThread:52938 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-05 20:27:36,975 INFO    MainThread:52938 [wandb_init.py:_resume_backend():398] resuming backend
